title,avail_global,date_release,hours_viewed,language,year,months_out,views_per_month,series
Marriage Contract: Season 1,No,,5.7,Korean,,,,Marriage Contract
Odd Squad: Season 2,No,,5.7,English,,,,Odd Squad
Love & Gelato,Yes,2022-06-22,5.7,English,2022.0,12.0,0.47500000000000003,Love & Gelato
Double Jeopardy (1999),No,,5.7,English,,,,Double Jeopardy (1999)
LEGO Jurassic World: Legend of Isla Nublar: Season 1,No,,5.7,English,,,,LEGO Jurassic World: Legend of Isla Nublar
Agneepath (2012),No,,5.7,ne,,,,Agneepath (2012)
Anonymously Yours,Yes,2021-12-10,5.7,Spanish,2021.0,19.0,0.3,Anonymously Yours
Between: Season 1,No,2015-05-21,5.7,English,2015.0,99.0,0.05757575757575758,Between
Biohackers: Season 1,Yes,2020-08-20,5.7,English,2020.0,35.0,0.16285714285714287,Biohackers
Bob Zoom: Volume 1,No,,5.7,English,,,,Bob Zoom: Volume 1
Confessions of an Invisible Girl,Yes,2021-09-22,5.7,Portuguese,2021.0,22.0,0.2590909090909091,Confessions of an Invisible Girl
Derry Girls: Season 3,No,2022-10-07,5.7,English,2022.0,9.0,0.6333333333333333,Derry Girls
Dinotrux Supercharged: Season 3,No,2018-08-03,5.7,English,2018.0,60.0,0.095,Dinotrux Supercharged
Doctor Prisoner: Season 1,No,,5.7,Korean,,,,Doctor Prisoner
Dolittle,No,,5.7,English,,,,Dolittle
Benji,Yes,2018-03-16,5.7,English,2018.0,64.0,0.0890625,Benji
Eli,Yes,2019-10-18,5.7,English,2019.0,45.0,0.12666666666666668,Eli
Ivy + Bean,Yes,2022-09-02,5.7,English,2022.0,10.0,0.5700000000000001,Ivy + Bean
Fairy Tail: Season 1,No,,5.7,English,,,,Fairy Tail
Legacies: Season 4,No,,5.7,English,,,,Legacies
Kabhi Khushi Kabhie Gham,No,,5.7,Hindi,,,,Kabhi Khushi Kabhie Gham
Julie & Julia,No,,5.7,English,,,,Julie & Julia
Kindergarten Cop,No,,5.7,English,,,,Kindergarten Cop
How High,No,,5.7,English,,,,How High
High: Confessions of an Ibiza Drug Mule: Limited Series,No,2022-10-21,5.7,English,2022.0,8.0,0.7125,High: Confessions of an Ibiza Drug Mule: Limited Series
Headspace: Unwind Your Mind,Yes,2021-06-15,5.7,English,2021.0,25.0,0.228,Headspace: Unwind Your Mind
"Girl, Interrupted",No,,5.7,English,,,,"Girl, Interrupted"
Fear City: New York vs The Mafia: Limited Series,Yes,2020-07-22,5.7,English,2020.0,36.0,0.15833333333333333,Fear City: New York vs The Mafia: Limited Series
Ouija (2014),No,,5.6,English,,,,Ouija (2014)
Super Monsters: Season 3,Yes,2019-10-04,5.6,English,2019.0,46.0,0.1217391304347826,Super Monsters
Perfect Stranger,No,,5.6,English,,,,Perfect Stranger
Power (2014): Season 6,No,,5.6,English,,,,Power (2014)
Project Wolf Hunting,No,,5.6,Korean,,,,Project Wolf Hunting
Remember Me (2010),No,,5.6,English,,,,Remember Me (2010)
Sintonia: Season 1,Yes,2019-08-09,5.6,English,2019.0,47.0,0.11914893617021276,Sintonia
Skylanders Academy: Season 1,Yes,2016-10-28,5.6,English,2016.0,81.0,0.0691358024691358,Skylanders Academy
Star Trek: Voyager: Season 5,No,,5.6,English,,,,Star Trek: Voyager
Summer Time Rendering: Season 1,No,,5.6,Japanese,,,,Summer Time Rendering
The Way of the Househusband: Season 2,Yes,2023-01-01,5.6,Japanese,2023.0,6.0,0.9333333333333332,The Way of the Househusband
The Garfield Show: Season 4,No,,5.6,English,,,,The Garfield Show
The Guest: Season 1,No,,5.6,English,,,,The Guest
The Legend of Tarzan (2016),No,,5.6,English,,,,The Legend of Tarzan (2016)
The Privilege,Yes,2022-02-09,5.6,German,2022.0,17.0,0.32941176470588235,The Privilege
The Story of Minglan,No,,5.6,Spanish,,,,The Story of Minglan
Wakfu: Season 1,Yes,2014-09-12,5.6,English,2014.0,107.0,0.05233644859813084,Wakfu
Word Party: Season 2,Yes,2016-10-21,5.6,English,2016.0,81.0,0.0691358024691358,Word Party
Word Party: Season 3,Yes,2017-10-06,5.6,English,2017.0,70.0,0.08,Word Party
Navillera: Season 1,Yes,2021-03-22,5.6,Korean,2021.0,28.0,0.19999999999999998,Navillera
ONE PIECE: The Naval Fortress,No,,5.6,Japanese,,,,ONE PIECE: The Naval Fortress
Zoey 101: Season 2,No,,5.6,English,,,,Zoey 101
Midnight at the Pera Palace: Season 1,Yes,2022-03-03,5.6,Spanish,2022.0,16.0,0.35,Midnight at the Pera Palace
Company of Heroes,No,,5.6,English,,,,Company of Heroes
Marlon: Season 1,No,2018-06-14,5.6,English,2018.0,61.0,0.09180327868852459,Marlon
A Knight's Tale,No,,5.6,English,,,,A Knight's Tale
Age of Samurai: Battle for Japan: Limited Series,Yes,2021-02-24,5.6,English,2021.0,29.0,0.19310344827586207,Age of Samurai: Battle for Japan: Limited Series
Attack on Titan: The Final Season Part 2,No,,5.6,Japanese,,,,Attack on Titan: The Final Season Part 2
Benidorm (2007): Season 5,No,,5.6,English,,,,Benidorm (2007)
Big Momma's House,No,,5.6,English,,,,Big Momma's House
Black Lightning: Season 4,No,2021-06-16,5.6,English,2021.0,25.0,0.22399999999999998,Black Lightning
Bling Empire: Season 3,Yes,2022-10-05,5.6,English,2022.0,9.0,0.6222222222222222,Bling Empire
Colin in Black & White: Limited Series,Yes,2021-10-29,5.6,English,2021.0,20.0,0.27999999999999997,Colin in Black & White: Limited Series
Bita e os Animais,No,,5.6,English,,,,Bita e os Animais
Dora the Explorer: Season 4,No,,5.6,English,,,,Dora the Explorer
House of Cards: Season 6,No,2018-11-02,5.6,English,2018.0,57.0,0.09824561403508772,House of Cards
Edgar Rice Burroughs' Tarzan and Jane: Season 1,Yes,2017-01-06,5.6,English,2017.0,79.0,0.07088607594936708,Edgar Rice Burroughs' Tarzan and Jane
iZombie: Season 4,No,,5.6,English,,,,iZombie
How to Sell Drugs Online (Fast): Season 1,Yes,2019-05-31,5.6,English,2019.0,50.0,0.11199999999999999,How to Sell Drugs Online (Fast)
Lovestruck in the City: Season 1,Yes,2020-12-22,5.6,Korean,2020.0,31.0,0.18064516129032257,Lovestruck in the City
Fight for My Way: Season 1,No,,5.6,Korean,,,,Fight for My Way
Fierce,Yes,2020-12-02,5.6,Polish,2020.0,31.0,0.18064516129032257,Fierce
"Farewell, Mr. Haffmann",No,,5.6,Spanish,,,,"Farewell, Mr. Haffmann"
The Breakfast Club,No,,5.5,English,,,,The Breakfast Club
LEGO Ninjago: Masters of Spinjitzu: Hunted,No,,5.5,English,,,,LEGO Ninjago: Masters of Spinjitzu: Hunted
Lies Hidden in my Garden: Season 1,No,,5.5,et,,,,Lies Hidden in my Garden
Mushoku Tensei: Jobless Reincarnation: Season 1,No,,5.5,Japanese,,,,Mushoku Tensei: Jobless Reincarnation
Prey,Yes,2021-09-10,5.5,English,2021.0,22.0,0.25,Prey
Schitt's Creek: Season 2,No,,5.5,English,,,,Schitt's Creek
Slam Dunk: Season 7,No,,5.5,English,,,,Slam Dunk
Snabba Cash: Season 2,Yes,2022-09-22,5.5,English,2022.0,9.0,0.6111111111111112,Snabba Cash
T-Rex Ranch: Rise of the Dinomaster,Yes,,5.5,English,,,,T-Rex Ranch: Rise of the Dinomaster
Tayo The Little Bus: Season 4,No,,5.5,Korean,,,,Tayo The Little Bus
Wanted: Season 1,No,2017-10-24,5.5,English,2017.0,69.0,0.07971014492753623,Wanted
The Daily Life of the Immortal King,No,,5.5,Korean,,,,The Daily Life of the Immortal King
The Girl with the Dragon Tattoo (2011),No,,5.5,English,,,,The Girl with the Dragon Tattoo (2011)
The Pez Outlaw,No,,5.5,English,,,,The Pez Outlaw
The Point Men,No,,5.5,Korean,,,,The Point Men
The Powerpuff Girls (1998): Season 6,No,,5.5,English,,,,The Powerpuff Girls (1998)
The Vampire Diaries: Season 5,No,,5.5,English,,,,The Vampire Diaries
Totoy Kids - Hungry Hungry José,No,,5.5,Portuguese,,,,Totoy Kids - Hungry Hungry José
Twin Murders: the Silence of the White City,No,2020-03-06,5.5,Spanish,2020.0,40.0,0.1375,Twin Murders: the Silence of the White City
Türkisch für Anfänger: Staffel 3,No,,5.5,English,,,,Türkisch für Anfänger: Staffel 3
Ultraman: Season 1,Yes,2019-04-01,5.5,English,2019.0,52.0,0.10576923076923077,Ultraman
Johnny Test: Season 2,Yes,2022-01-07,5.5,English,2022.0,18.0,0.3055555555555556,Johnny Test
Hillbilly Elegy,Yes,2020-11-24,5.5,English,2020.0,32.0,0.171875,Hillbilly Elegy
High-Rise Invasion: Season 1,Yes,2021-02-25,5.5,Japanese,2021.0,28.0,0.19642857142857142,High-Rise Invasion
Blue Lagoon: The Awakening,No,,5.5,English,,,,Blue Lagoon: The Awakening
High Seas: Season 1,Yes,2019-05-24,5.5,Spanish,2019.0,50.0,0.11,High Seas
Agent Elvis: Season 1,Yes,2023-03-17,5.5,English,2023.0,4.0,1.375,Agent Elvis
All The Bright Places,Yes,2020-02-28,5.5,English,2020.0,41.0,0.13414634146341464,All The Bright Places
Aquí no hay quien viva (2003): Temporada 1,No,,5.5,English,,,,Aquí no hay quien viva (2003): Temporada 1
Assassination Classroom: Season 1,No,,5.5,Spanish,,,,Assassination Classroom
Attack on Titan: Season 2,No,,5.5,Japanese,,,,Attack on Titan
Barbie of Swan Lake,No,,5.5,English,,,,Barbie of Swan Lake
Beasts of No Nation,Yes,2015-10-16,5.5,English,2015.0,94.0,0.05851063829787234,Beasts of No Nation
Black Spot: Season 2,No,2019-04-11,5.5,Spanish,2019.0,51.0,0.10784313725490197,Black Spot
BLOCKBUSTER: Season 1,Yes,2022-11-03,5.5,English,2022.0,8.0,0.6875,BLOCKBUSTER
After Ever Happy,No,2022-09-29,5.5,English,2022.0,9.0,0.6111111111111112,After Ever Happy
Blue Miracle,Yes,2021-05-27,5.5,English,2021.0,25.0,0.22,Blue Miracle
Don't Blame the Kid,No,,5.5,Spanish,,,,Don't Blame the Kid
Don't Breathe 2,No,,5.5,English,,,,Don't Breathe 2
DreamWorks Spooky Stories: Volume 1,No,,5.5,English,,,,DreamWorks Spooky Stories: Volume 1
Feria: The Darkest Light: Season 1,Yes,2022-01-28,5.5,Spanish,2022.0,17.0,0.3235294117647059,Feria: The Darkest Light
Freaks – You're One of Us,Yes,2020-09-02,5.5,German,2020.0,34.0,0.16176470588235295,Freaks – You're One of Us
Friday Night Lights: Season 2,No,,5.5,English,,,,Friday Night Lights
Frontier: Season 3,Yes,2018-11-23,5.5,English,2018.0,56.0,0.09821428571428571,Frontier
Hard Kill,No,,5.5,English,,,,Hard Kill
Case 39,No,,5.5,English,,,,Case 39
Tattoo Redo: Season 1,Yes,2021-07-28,5.4,English,2021.0,23.0,0.23478260869565218,Tattoo Redo
The Club: Season 1,Yes,2019-11-15,5.4,Spanish,2019.0,44.0,0.12272727272727274,The Club
The Alienist: Angel of Darkness,No,2020-10-22,5.4,English,2020.0,33.0,0.16363636363636364,The Alienist: Angel of Darkness
Terrorism Close Calls: Season 1,Yes,2018-10-26,5.4,English,2018.0,57.0,0.09473684210526316,Terrorism Close Calls
Scott Pilgrim vs. the World,No,,5.4,English,,,,Scott Pilgrim vs. the World
Star Trek: Voyager: Season 3,No,,5.4,English,,,,Star Trek: Voyager
Star Trek: The Next Generation: Season 5,No,,5.4,English,,,,Star Trek: The Next Generation
Spirit Riding Free: Season 5,No,2018-05-11,5.4,English,2018.0,63.0,0.08571428571428572,Spirit Riding Free
The Hateful Eight,No,,5.4,English,,,,The Hateful Eight
The DUFF,No,,5.4,English,,,,The DUFF
The Parkers: Season 4,No,,5.4,English,,,,The Parkers
The Holiday (2006),No,,5.4,English,,,,The Holiday (2006)
The Last Letter From Your Lover,No,2021-07-23,5.4,English,2021.0,24.0,0.225,The Last Letter From Your Lover
The Mindy Project: Season 5,No,,5.4,English,,,,The Mindy Project
The Nutty Professor (1996),No,,5.4,English,,,,The Nutty Professor (1996)
The Tax Collector,No,,5.4,English,,,,The Tax Collector
The Trip,No,2021-10-15,5.4,nl,2021.0,21.0,0.2571428571428572,The Trip
Trailer Park Boys: Season 1,Yes,2010-09-22,5.4,English,2010.0,155.0,0.03483870967741936,Trailer Park Boys
Puss in Book: Trapped in an Epic Tale,Yes,2017-05-16,5.4,English,2017.0,75.0,0.07200000000000001,Puss in Book: Trapped in an Epic Tale
Viola come il mare: Season 1,No,,5.4,English,,,,Viola come il mare
Rurouni Kenshin: Origins,No,,5.4,Japanese,,,,Rurouni Kenshin: Origins
Trolls: The Beat Goes On!: Season 1,Yes,2018-01-19,5.4,English,2018.0,66.0,0.08181818181818182,Trolls: The Beat Goes On!
Power (2014): Season 1,No,,5.4,English,,,,Power (2014)
Fast & Furious Spy Racers: Season 6: Homecoming,Yes,2021-12-17,5.4,English,2021.0,19.0,0.28421052631578947,Fast & Furious Spy Racers
Paradise Highway,No,,5.4,English,,,,Paradise Highway
A Second Chance:  Rivals!,Yes,2021-07-23,5.4,English,2021.0,24.0,0.225,A Second Chance:  Rivals!
Animal: Season 1,Yes,2021-11-10,5.4,English,2021.0,20.0,0.27,Animal
Arrested Development: Season 5,No,2018-05-29,5.4,English,2018.0,62.0,0.08709677419354839,Arrested Development
Back to 15: Season 1,Yes,2022-02-25,5.4,Spanish,2022.0,16.0,0.3375,Back to 15
Benidorm (2007): Season 6,No,,5.4,English,,,,Benidorm (2007)
Blindspot: Season 5,No,,5.4,English,,,,Blindspot
Chesapeake Shores: Season 6,No,,5.4,English,,,,Chesapeake Shores
D.B. Cooper: Where Are You?!: Limited Series,Yes,2022-07-13,5.4,English,2022.0,12.0,0.45,D.B. Cooper: Where Are You?!: Limited Series
30 Minutes or Less,No,,5.4,English,,,,30 Minutes or Less
Girl from Nowhere: Season 2,Yes,2021-05-07,5.4,Thai,2021.0,26.0,0.2076923076923077,Girl from Nowhere
La La Land (2016),No,,5.4,English,,,,La La Land (2016)
High Plains Drifter,No,,5.4,English,,,,High Plains Drifter
Never Back Down,No,,5.4,English,,,,Never Back Down
Molly's Game,No,,5.4,English,,,,Molly's Game
Numberblocks: Season 1,No,,5.4,English,,,,Numberblocks
Kiki’s Delivery Service,No,,5.4,Spanish,,,,Kiki’s Delivery Service
Justice Served: Season 1,Yes,2022-07-29,5.4,English,2022.0,11.0,0.49090909090909096,Justice Served
Invisible: Season 1,No,,5.4,Japanese,,,,Invisible
In My Dreams,No,,5.4,English,,,,In My Dreams
Rainbow Rangers: Season 2,No,,5.3,English,,,,Rainbow Rangers
Still 17: Season 1,No,,5.3,Korean,,,,Still 17
Robocar Poli: Season 1,Yes,,5.3,English,,,,Robocar Poli
Robocar POLI Safety Series,Yes,,5.3,Korean,,,,Robocar POLI Safety Series
Rock My Heart,Yes,2019-01-17,5.3,English,2019.0,54.0,0.09814814814814815,Rock My Heart
Rurouni Kenshin: The Final,Yes,2021-06-18,5.3,Japanese,2021.0,25.0,0.212,Rurouni Kenshin: The Final
Schitt's Creek: Season 3,No,,5.3,English,,,,Schitt's Creek
Sintonia: Season 2,Yes,2021-10-27,5.3,English,2021.0,20.0,0.265,Sintonia
Spycraft: Season 1,Yes,2021-01-20,5.3,English,2021.0,30.0,0.17666666666666667,Spycraft
Star Trek: Enterprise: Season 2,No,,5.3,English,,,,Star Trek: Enterprise
Unbreakable Kimmy Schmidt: Season 1,Yes,2015-03-06,5.3,English,2015.0,101.0,0.05247524752475247,Unbreakable Kimmy Schmidt
The Good Detective: Season 1,No,,5.3,Korean,,,,The Good Detective
The Package,Yes,2018-08-10,5.3,English,2018.0,60.0,0.08833333333333333,The Package
The Sum of All Fears,No,,5.3,English,,,,The Sum of All Fears
True Story: Limited Series,Yes,2021-11-24,5.3,English,2021.0,19.0,0.2789473684210526,True Story: Limited Series
Under Her Control,Yes,2022-08-31,5.3,Spanish,2022.0,10.0,0.53,Under Her Control
Victim Number 8: Season 1,No,2019-08-16,5.3,Spanish,2019.0,47.0,0.1127659574468085,Victim Number 8
Winx Club: Season 6,No,,5.3,English,,,,Winx Club
Yu-Gi-Oh!: Season 2,No,,5.3,Japanese,,,,Yu-Gi-Oh!
Playing with Fire: Season 1,No,2019-05-31,5.3,Spanish,2019.0,50.0,0.106,Playing with Fire
Post Mortem: No One Dies in Skarnes: Season 1,Yes,2021-08-25,5.3,no,2021.0,22.0,0.2409090909090909,Post Mortem: No One Dies in Skarnes
Push (2009),No,,5.3,English,,,,Push (2009)
Paul (2011),No,,5.3,English,,,,Paul (2011)
Holiday in the Wild,Yes,2019-11-01,5.3,English,2019.0,45.0,0.11777777777777777,Holiday in the Wild
Aggretsuko: Season 5,No,2023-02-16,5.3,Japanese,2023.0,4.0,1.325,Aggretsuko
Angel Eyes (2001),No,,5.3,English,,,,Angel Eyes (2001)
As the Crow Flies: Season 1,Yes,2022-06-03,5.3,Turkish,2022.0,13.0,0.4076923076923077,As the Crow Flies
Barbie in a Mermaid Tale,No,,5.3,English,,,,Barbie in a Mermaid Tale
Berserk,No,,5.3,Japanese,,,,Berserk
Collateral (2004),No,,5.3,English,,,,Collateral (2004)
Crayon Shin-chan: Season 1,No,,5.3,Japanese,,,,Crayon Shin-chan
"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yes,2016-02-26,5.3,English,2016.0,89.0,0.05955056179775281,"Crouching Tiger, Hidden Dragon: Sword of Destiny"
Disjointed: Part 1,No,2017-08-25,5.3,English,2017.0,71.0,0.07464788732394366,Disjointed
Castlevania: Season 4,Yes,2021-05-13,5.3,English,2021.0,26.0,0.20384615384615384,Castlevania
Honeymoon with My Mother,Yes,2022-04-29,5.3,Portuguese,2022.0,14.0,0.37857142857142856,Honeymoon with My Mother
Johnny Test (2005): Season 1,No,,5.3,English,,,,Johnny Test (2005)
Kicking & Screaming (2005),No,,5.3,English,,,,Kicking & Screaming (2005)
Logically Impossible! Detective Ryoko Kamizuru Is on the Case: Season 1,No,,5.3,Japanese,,,,Logically Impossible! Detective Ryoko Kamizuru Is on the Case
My Sassy Girl: Season 1,No,,5.3,Korean,,,,My Sassy Girl
Naruto Shippuden: Season 8,No,,5.3,Japanese,,,,Naruto Shippuden
Nice Guy: Season 1,No,,5.3,Korean,,,,Nice Guy
Ocean's 8,No,,5.3,English,,,,Ocean's 8
In for a Murder,Yes,2021-10-19,5.3,Polish,2021.0,21.0,0.2523809523809524,In for a Murder
She: Season 2,Yes,2022-06-17,5.2,English,2022.0,13.0,0.4,She
Star Trek: The Next Generation: Season 2,No,,5.2,English,,,,Star Trek: The Next Generation
Spirit Riding Free: Season 4,No,2018-03-16,5.2,English,2018.0,64.0,0.08125,Spirit Riding Free
Sleepless in Seattle,No,,5.2,English,,,,Sleepless in Seattle
Sir (2023),No,,5.2,English,,,,Sir (2023)
Secret City,Yes,2018-06-26,5.2,English,2018.0,61.0,0.08524590163934427,Secret City
She: Season 1,Yes,2020-03-20,5.2,English,2020.0,40.0,0.13,She
Seven Years in Tibet,No,,5.2,English,,,,Seven Years in Tibet
Seoul Vibe,Yes,2022-08-26,5.2,Korean,2022.0,10.0,0.52,Seoul Vibe
Selena: The Series: Part 2,Yes,2021-05-04,5.2,English,2021.0,26.0,0.2,Selena: The Series
Suicide Squad,No,,5.2,English,,,,Suicide Squad
Star Trek: The Next Generation: Season 6,No,,5.2,English,,,,Star Trek: The Next Generation
Wildflower: Season 1,No,,5.2,English,,,,Wildflower
The Aviator (2004),No,,5.2,English,,,,The Aviator (2004)
The Bad Batch,No,2017-09-22,5.2,English,2017.0,70.0,0.07428571428571429,The Bad Batch
The Bold Type: Season 1,No,,5.2,English,,,,The Bold Type
The Conjuring 2,No,,5.2,English,,,,The Conjuring 2
The Flintstones (1994),No,,5.2,English,,,,The Flintstones (1994)
The Land Before Time (1988),No,,5.2,English,,,,The Land Before Time (1988)
The Parkers: Season 1,No,,5.2,English,,,,The Parkers
The Stronghold,No,2021-09-17,5.2,English,2021.0,22.0,0.23636363636363636,The Stronghold
The Whole Truth,Yes,2021-12-02,5.2,Thai,2021.0,19.0,0.2736842105263158,The Whole Truth
Trainwreck: Woodstock '99,Yes,2022-08-03,5.2,English,2022.0,11.0,0.4727272727272727,Trainwreck: Woodstock '99
Schitt's Creek: Season 4,No,,5.2,English,,,,Schitt's Creek
Worth,No,2021-09-03,5.2,English,2021.0,22.0,0.23636363636363636,Worth
Schitt's Creek: Season 5,No,,5.2,English,,,,Schitt's Creek
Farzar: Season 1,Yes,2022-07-15,5.2,English,2022.0,12.0,0.43333333333333335,Farzar
San Andreas,No,,5.2,English,,,,San Andreas
Gully (2019),No,,5.2,English,,,,Gully (2019)
Rust Valley Restorers: Season 2,Yes,2020-05-08,5.2,English,2020.0,38.0,0.1368421052631579,Rust Valley Restorers
A Little Thing Called First Love: Season 1,Yes,,5.2,Korean,,,,A Little Thing Called First Love
Alkhallat+,Yes,2023-01-19,5.2,Spanish,2023.0,5.0,1.04,Alkhallat+
Ben & Holly's Little Kingdom: Season 2,No,,5.2,English,,,,Ben & Holly's Little Kingdom
Best of Stand-Up 2022,Yes,2022-12-31,5.2,English,2022.0,6.0,0.8666666666666667,Best of Stand-Up 2022
Bordertown: Season 1,No,2017-03-31,5.2,fi,2017.0,76.0,0.06842105263157895,Bordertown
Caliphate: Season 1,Yes,2020-03-18,5.2,tl,2020.0,40.0,0.13,Caliphate
Car Masters: Rust to Riches: Season 2,Yes,2020-03-27,5.2,English,2020.0,40.0,0.13,Car Masters: Rust to Riches
Derry Girls: Season 2,Yes,2019-08-02,5.2,English,2019.0,48.0,0.10833333333333334,Derry Girls
Dinotrux: Season 1,No,2015-08-14,5.2,English,2015.0,96.0,0.05416666666666667,Dinotrux
Gridlocked,No,,5.2,English,,,,Gridlocked
Boruto: Naruto Next Generations: Season 3,No,,5.2,Japanese,,,,Boruto: Naruto Next Generations
H (1998): Season 2,No,,5.2,English,,,,H (1998)
Monarca: Season 2,Yes,2021-01-01,5.2,English,2021.0,30.0,0.17333333333333334,Monarca
Russian Doll: Season 1,Yes,2019-02-01,5.2,English,2019.0,54.0,0.0962962962962963,Russian Doll
One the Woman: Season 1,No,,5.2,Korean,,,,One the Woman
New Girl: Season 7,No,,5.2,English,,,,New Girl
Moxie,Yes,2021-03-03,5.2,English,2021.0,28.0,0.18571428571428572,Moxie
Naruto Shippuden: Season 15,No,,5.2,Japanese,,,,Naruto Shippuden
Missing: The Other Side 2,No,,5.2,Korean,,,,Missing: The Other Side 2
Lust Stories 2,Yes,2023-06-29,5.2,Hindi,2023.0,0.0,inf,Lust Stories 2
Kim's Convenience: Season 2,Yes,,5.2,English,,,,Kim's Convenience
InuYasha: Season 6,No,,5.2,Korean,,,,InuYasha
That's My Boy (2012),No,,5.1,English,,,,That's My Boy (2012)
Power (2014): Season 2,No,,5.1,English,,,,Power (2014)
Sugar Rush: Extra Sweet,Yes,2020-07-31,5.1,English,2020.0,35.0,0.1457142857142857,Sugar Rush: Extra Sweet
Star Trek: Season 1,No,,5.1,English,,,,Star Trek
Some Assembly Required: Season 2,No,2015-10-16,5.1,English,2015.0,94.0,0.054255319148936165,Some Assembly Required
Samurai Rabbit: The Usagi Chronicles: Season 1,Yes,2022-04-28,5.1,English,2022.0,14.0,0.36428571428571427,Samurai Rabbit: The Usagi Chronicles
Rocky III,No,,5.1,English,,,,Rocky III
